Generation,Mean_RMSE,Std_Dev,Best_RMSE
512,34.911545,1.264284,33.149174
513,34.897076,1.2672864,33.149174
514,34.89115,1.2751802,33.14172
515,34.88607,1.2647878,33.14172
516,34.88017,1.2625002,33.14172
517,34.87807,1.2611221,33.14172
518,34.864853,1.2628306,33.110714
519,34.86277,1.2631149,33.110714
520,34.849358,1.2519405,33.110714
521,34.843636,1.2476097,33.110714
522,34.841885,1.2440243,33.110714
523,34.83398,1.2414801,33.110714
524,34.827564,1.2330296,33.110714
525,34.814056,1.231679,33.110714
526,34.7994,1.2193772,33.110714
527,34.787876,1.2213204,33.110714
528,34.78133,1.2153116,33.110714
529,34.772896,1.2167214,33.110714
530,34.7719,1.2150016,33.110714
531,34.76888,1.2170521,33.110714
532,34.760197,1.2146194,33.110714
533,34.75632,1.2143191,33.110714
534,34.743404,1.2067671,33.110714
535,34.740623,1.2059644,33.110714
536,34.724377,1.1970288,33.037865
537,34.716774,1.1957222,33.037865
538,34.708996,1.1977494,33.037865
539,34.702354,1.1995507,33.037865
540,34.682796,1.1930032,33.037865
541,34.676426,1.1890578,33.037865
542,34.66998,1.1896931,33.037865
543,34.667046,1.1886574,33.037865
544,34.652992,1.1992826,32.918293
545,34.65147,1.1977861,32.918293
546,34.6368,1.2026591,32.918293
547,34.62628,1.189245,32.918293
548,34.620617,1.1862006,32.918293
549,34.60445,1.1910843,32.918293
550,34.593315,1.1832925,32.918293
551,34.591267,1.1827002,32.918293
552,34.580864,1.1736851,32.918293
553,34.575523,1.1785653,32.917877
554,34.56874,1.1774089,32.917877
555,34.559746,1.1758035,32.859367
556,34.548397,1.1856022,32.804527
557,34.53482,1.1915624,32.79514
558,34.519978,1.1757915,32.79514
559,34.51148,1.177247,32.79514
560,34.508907,1.1792732,32.79514
561,34.496376,1.1889051,32.77261
562,34.48588,1.1846577,32.77261
563,34.479286,1.1800114,32.77261
564,34.4665,1.1879927,32.77261
565,34.459106,1.1900716,32.77261
566,34.451225,1.1959845,32.740356
567,34.44569,1.1940166,32.740356
568,34.431347,1.1877389,32.740356
569,34.42343,1.1916547,32.740356
570,34.41285,1.1868888,32.740356
571,34.41039,1.185965,32.740356
572,34.398582,1.1753972,32.740356
573,34.392494,1.1688551,32.740356
574,34.37513,1.1777105,32.740356
575,34.34508,1.1758286,32.7007
576,34.34187,1.1781634,32.7007
577,34.337196,1.1790447,32.7007
578,34.3354,1.1801648,32.7007
579,34.32168,1.1830164,32.7007
580,34.318504,1.1827116,32.7007
581,34.300556,1.1840506,32.7007
582,34.292645,1.1823529,32.7007
583,34.285088,1.1812348,32.7007
584,34.275696,1.180569,32.7007
585,34.265736,1.1718874,32.7007
586,34.26004,1.1740347,32.669624
587,34.24648,1.1732966,32.629498
588,34.224846,1.1751355,32.582603
589,34.224113,1.1755364,32.582603
590,34.2148,1.1806983,32.582603
591,34.20598,1.1892372,32.582603
592,34.194565,1.1868063,32.519424
593,34.18329,1.1800778,32.519424
594,34.17749,1.1829237,32.519424
595,34.17408,1.1826296,32.519424
596,34.161568,1.167788,32.519424
597,34.15824,1.1693906,32.519424
598,34.153984,1.1719471,32.519424
599,34.14163,1.1778797,32.519424
600,34.140236,1.1755455,32.519424
601,34.13423,1.1772009,32.47471
602,34.120518,1.1714286,32.47471
603,34.117977,1.1742572,32.47471
604,34.111767,1.1780765,32.47471
605,34.111767,1.1780765,32.47471
606,34.10598,1.1798743,32.47471
607,34.096813,1.1866093,32.47471
608,34.08532,1.1954335,32.447803
609,34.08333,1.196663,32.447803
610,34.077805,1.1960179,32.426563
611,34.0745,1.1950364,32.426563
612,34.065845,1.201483,32.426563
613,34.05715,1.1948532,32.426563
614,34.049904,1.1993684,32.38406
615,34.049213,1.1993865,32.38406
616,34.044807,1.2008439,32.38406
617,34.03619,1.2067968,32.38406
618,34.02632,1.211759,32.38406
619,34.013123,1.19946,32.356434
620,34.0084,1.1997918,32.356434
621,34.002377,1.2065427,32.356434
622,33.99748,1.2076257,32.356434
623,33.981346,1.2115861,32.28987
624,33.976856,1.211209,32.28987
625,33.96464,1.2181773,32.185966
626,33.958065,1.2141709,32.185966
627,33.95319,1.2185749,32.18349
628,33.945534,1.2234702,32.18349
629,33.936447,1.2277012,32.18349
630,33.922882,1.2373575,32.18349
631,33.918526,1.2378885,32.165478
632,33.912544,1.2355739,32.134323
633,33.909637,1.2378117,32.097954
634,33.90368,1.2442158,32.060555
635,33.897163,1.2509706,32.060555
636,33.894146,1.2513425,32.060555
637,33.891922,1.2534019,32.060555
638,33.8878,1.2516018,32.060555
639,33.886578,1.2512665,32.060555
640,33.880543,1.2564669,32.033363
641,33.871532,1.2510732,32.033363
642,33.86002,1.2513522,32.033363
643,33.857006,1.2520736,32.033363
644,33.855667,1.2526965,32.033363
645,33.841286,1.2440081,32.033363
646,33.8326,1.2425053,32.033363
647,33.821922,1.2533655,32.02333
648,33.82122,1.2527118,32.02333
649,33.820408,1.2522035,32.02333
650,33.820408,1.2522035,32.02333
651,33.812492,1.2562854,32.02333
652,33.810345,1.2561781,32.02333
653,33.807423,1.255151,32.02151
654,33.80166,1.2498729,32.02151
655,33.79797,1.2552165,31.947765
656,33.79097,1.2612573,31.936314
657,33.78959,1.2603216,31.936314
658,33.785885,1.259647,31.936314
659,33.781834,1.2582302,31.936314
660,33.77743,1.2519141,31.936314
661,33.77246,1.2550635,31.930193
662,33.768265,1.2514533,31.930193
663,33.76278,1.245989,31.930193
664,33.754383,1.2549326,31.930193
665,33.75065,1.2542795,31.930193
666,33.740837,1.2472107,31.930193
667,33.73324,1.2441577,31.930193
668,33.728428,1.2482,31.926498
669,33.72265,1.2429316,31.926498
670,33.718853,1.2444249,31.926498
671,33.714058,1.241055,31.907827
672,33.714058,1.241055,31.907827
673,33.711273,1.2437812,31.907827
674,33.70968,1.2452577,31.907827
675,33.700523,1.2479192,31.907827
676,33.695133,1.2518237,31.907827
677,33.692295,1.253659,31.907827
678,33.687843,1.2528785,31.900326
679,33.684673,1.2502396,31.900326
680,33.6803,1.2545267,31.889385
681,33.677837,1.2560002,31.881033
682,33.6703,1.2579286,31.881033
683,33.667336,1.2604427,31.881033
684,33.65992,1.2642287,31.82251
685,33.659218,1.264081,31.821793
686,33.652664,1.252435,31.821793
687,33.646442,1.2557807,31.746191
688,33.64012,1.2538716,31.746191
689,33.636787,1.2553984,31.746191
690,33.63014,1.2565976,31.746191
691,33.629395,1.257294,31.746191
692,33.62528,1.2601743,31.746191
693,33.622177,1.2560886,31.746191
694,33.619762,1.2566857,31.746191
695,33.614815,1.2607539,31.746191
696,33.603153,1.2686341,31.746191
697,33.592003,1.2748393,31.746191
698,33.580254,1.2792827,31.746191
699,33.57676,1.2785479,31.73561
700,33.56736,1.2754142,31.73561
701,33.55209,1.2877719,31.656033
702,33.54333,1.2799313,31.656033
703,33.534264,1.2739911,31.656033
704,33.529465,1.2701912,31.656033
705,33.52732,1.2700437,31.656033
706,33.525692,1.272373,31.624062
707,33.509285,1.2657973,31.624062
708,33.49717,1.271391,31.497692
709,33.48862,1.271848,31.497692
710,33.47561,1.2798562,31.421995
711,33.47186,1.2823856,31.421995
712,33.465458,1.2747322,31.421995
713,33.46056,1.2811962,31.386084
714,33.448357,1.279575,31.386084
715,33.4447,1.2753816,31.386084
716,33.430542,1.2772887,31.290869
717,33.428566,1.2752256,31.290869
718,33.4232,1.2712196,31.290869
719,33.419094,1.269732,31.290869
720,33.418335,1.2685428,31.290869
721,33.412926,1.2658927,31.290869
722,33.395252,1.2699836,31.290869
723,33.388683,1.2596415,31.290869
724,33.386284,1.2622404,31.250599
725,33.386078,1.2624168,31.250599
726,33.3839,1.2608402,31.250599
727,33.38315,1.2593116,31.250599
728,33.380257,1.2598997,31.250599
729,33.380257,1.2598997,31.250599
730,33.37569,1.2640562,31.250599
731,33.37569,1.2640562,31.250599
732,33.368073,1.2589097,31.250599
733,33.36062,1.2581134,31.250599
734,33.359806,1.2571713,31.250599
735,33.35772,1.2555876,31.250599
736,33.352055,1.2565241,31.250599
737,33.349445,1.2556446,31.250599
738,33.34733,1.2546667,31.250599
739,33.34557,1.2556506,31.238651
740,33.340675,1.2593127,31.238651
741,33.33628,1.257817,31.238651
742,33.329185,1.2580595,31.238651
743,33.321762,1.2577128,31.238651
744,33.318653,1.2600787,31.238651
745,33.306408,1.2528478,31.238651
746,33.30366,1.2550622,31.238651
747,33.29621,1.2488241,31.238651
748,33.285873,1.2418797,31.238651
749,33.28469,1.2411147,31.238651
750,33.27346,1.2348771,31.182861
751,33.272255,1.2328969,31.182861
752,33.270847,1.2318637,31.182861
753,33.267773,1.233617,31.182861
754,33.26774,1.2335469,31.182861
755,33.26408,1.2274418,31.182861
756,33.259155,1.2252922,31.182861
757,33.25668,1.2260306,31.182861
758,33.24929,1.2181299,31.17305
759,33.245853,1.2177211,31.17305
760,33.244164,1.2160424,31.17305
761,33.24022,1.217109,31.17305
762,33.23434,1.2157559,31.17305
763,33.226093,1.2160157,31.17305
764,33.223465,1.2194258,31.17305
765,33.223465,1.2194258,31.17305
766,33.209095,1.2258484,31.17305
767,33.206432,1.2270707,31.17305
768,33.198112,1.2177526,31.17305
769,33.19121,1.2150575,31.17305
770,33.19094,1.2149159,31.17305
771,33.190414,1.215065,31.17305
